2026-04-26T00:31:25.818138425Z [info] INFO:     100.64.0.11:19358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T01:14:07.717897721Z [info] INFO:     100.64.0.30:33164 - "GET / HTTP/1.1" 200 OK
2026-04-26T01:36:38.377010694Z [info] INFO:     100.64.0.8:26826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T02:40:41.673421906Z [info] INFO:     100.64.0.8:47112 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T03:47:35.182884224Z [info] INFO:     100.64.0.14:47194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T04:02:06.094802028Z [info] INFO:     100.64.0.28:36306 - "GET / HTTP/1.1" 200 OK
2026-04-26T04:46:18.020723411Z [info] INFO:     100.64.0.20:40976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T05:49:31.110294921Z [info] INFO:     100.64.0.34:50300 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T06:18:52.194809697Z [error] 2026-04-26 06:18:44,706 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-05-01T08:52:27.354792727Z [error] 2026-05-01 08:52:27,346 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/sUSD?format=json "HTTP/1.1 429 "
2026-05-01T08:52:27.354797279Z [error] 2026-05-01 08:52:27,347 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/sUSD 429 (56 bytes)
2026-05-01T08:52:27.354801854Z [error] 2026-05-01 08:52:27,347 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:27.354805265Z [error] 2026-05-01 08:52:27,347 WARNING [basis_state] Failed to fetch history for stablecoin:sUSD
2026-05-01T08:52:27.354808840Z [error] 2026-05-01 08:52:27,347 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/RAI params={'format': 'json'}
2026-05-01T08:52:27.373214814Z [error] 2026-05-01 08:52:27,369 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/RAI?format=json "HTTP/1.1 429 "
2026-05-01T08:52:27.373220692Z [error] 2026-05-01 08:52:27,369 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/RAI 429 (56 bytes)
2026-05-01T08:52:27.373225213Z [error] 2026-05-01 08:52:27,370 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:27.373228406Z [error] 2026-05-01 08:52:27,370 WARNING [basis_state] Failed to fetch history for stablecoin:RAI
2026-05-01T08:52:27.373232506Z [error] 2026-05-01 08:52:27,370 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURE params={'format': 'json'}
2026-05-01T08:52:31.397094338Z [error] 2026-05-01 08:52:30,995 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURE?format=json "HTTP/1.1 200 "
2026-05-01T08:52:31.397104432Z [error] 2026-05-01 08:52:30,996 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURE 200 (11933 bytes)
2026-05-01T08:52:31.397109701Z [error] 2026-05-01 08:52:30,996 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) params={'format': 'json'}
2026-05-01T08:52:31.397114183Z [error] 2026-05-01 08:52:31,023 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDD%20(BTTC%20bridge)?format=json "HTTP/1.1 429 "
2026-05-01T08:52:31.397118142Z [error] 2026-05-01 08:52:31,024 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/USDD (BTTC bridge) 429 (56 bytes)
2026-05-01T08:52:31.397123047Z [error] 2026-05-01 08:52:31,024 ERROR [basis_state.api_client] API error response body: {"error":"Rate limit exceeded","retry_after_seconds":60}
2026-05-01T08:52:31.397126954Z [error] 2026-05-01 08:52:31,024 WARNING [basis_state] Failed to fetch history for stablecoin:USDD (BTTC bridge)
2026-05-01T08:52:31.397130808Z [error] 2026-05-01 08:52:31,024 INFO [basis_state.api_client] API request (attempt 1): GET https://basisprotocol.xyz/api/reports/stablecoin/EURS params={'format': 'json'}
2026-05-01T08:52:34.655103199Z [error] 2026-05-01 08:52:34,650 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/EURS?format=json "HTTP/1.1 200 "
2026-05-01T08:52:34.655108607Z [error] 2026-05-01 08:52:34,650 INFO [basis_state.api_client] API response: https://basisprotocol.xyz/api/reports/stablecoin/EURS 200 (11183 bytes)
2026-05-01T08:52:34.655111452Z [error] 2026-05-01 08:52:34,651 INFO [basis_state] 7d changes computed for 35 entities
2026-05-01T09:40:00.074350471Z [info] INFO:     100.64.0.35:13420 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T10:05:42.141152750Z [info] INFO:     100.64.0.56:20602 - "GET / HTTP/1.1" 200 OK
2026-05-01T10:42:06.420184219Z [info] INFO:     100.64.0.13:61358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T11:38:01.985819495Z [info] INFO:     100.64.0.17:40010 - "GET / HTTP/1.1" 200 OK
2026-05-01T11:44:22.688190658Z [info] INFO:     100.64.0.4:57582 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T12:47:59.521835923Z [info] INFO:     100.64.0.5:58606 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T13:35:34.936858970Z [info] INFO:     100.64.0.53:55900 - "GET / HTTP/1.1" 200 OK
2026-05-01T13:36:14.539940998Z [info] INFO:     100.64.0.45:20310 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-05-01T13:36:14.539945237Z [info] INFO:     100.64.0.42:38846 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-05-01T13:53:25.953503412Z [info] INFO:     100.64.0.48:16500 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T14:31:09.280110162Z [info] INFO:     100.64.0.14:53852 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T14:48:30.254640163Z [info] INFO:     100.64.0.2:49380 - "GET / HTTP/1.1" 200 OK
2026-05-01T15:35:54.657818217Z [info] INFO:     100.64.0.32:45640 - "GET / HTTP/1.1" 200 OK
2026-05-01T15:35:54.657821416Z [info] INFO:     100.64.0.40:32044 - "GET / HTTP/1.1" 200 OK
2026-05-01T15:36:44.301969474Z [info] INFO:     100.64.0.7:13942 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T15:37:44.311726691Z [info] INFO:     100.64.0.12:28784 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T15:47:14.970763433Z [info] INFO:     100.64.0.7:43992 - "GET / HTTP/1.1" 200 OK
2026-05-01T16:38:19.828529521Z [info] INFO:     100.64.0.11:26560 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T17:11:22.627429399Z [info] INFO:     100.64.0.56:27390 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-05-01T17:41:35.170672014Z [info] INFO:     100.64.0.13:19520 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T18:10:07.424375045Z [info] INFO:     100.64.0.21:39344 - "GET / HTTP/1.1" 200 OK
2026-05-01T18:10:07.424382369Z [info] INFO:     100.64.0.48:56184 - "GET /js/twint_ch.js HTTP/1.1" 404 Not Found
2026-05-01T18:10:07.424387126Z [info] INFO:     100.64.0.9:36522 - "GET /js/lkk_ch.js HTTP/1.1" 404 Not Found
2026-05-01T18:10:10.804495955Z [info] INFO:     100.64.0.5:30248 - "GET /bot-connect.js HTTP/1.1" 404 Not Found
2026-05-01T18:10:13.442563652Z [info] INFO:     100.64.0.34:13460 - "GET /css/support_parent.css HTTP/1.1" 404 Not Found
2026-05-01T18:10:15.444982557Z [info] INFO:     100.64.0.6:46042 - "GET /assets/js/auth.js HTTP/1.1" 404 Not Found
2026-05-01T18:10:17.848645971Z [info] INFO:     100.64.0.15:24030 - "GET /assets/js/message.js HTTP/1.1" 404 Not Found
2026-05-01T18:10:19.449903143Z [info] INFO:     100.64.0.13:28708 - "GET /assets/js/qr_modal.js HTTP/1.1" 404 Not Found
2026-05-01T18:10:21.453020839Z [info] INFO:     100.64.0.36:33850 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-05-01T18:10:23.952846093Z [info] INFO:     100.64.0.3:59572 - "GET /static/style/protect/index.js HTTP/1.1" 404 Not Found
2026-05-01T18:42:57.227756480Z [info] INFO:     100.64.0.5:24540 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T18:50:17.045976949Z [info] INFO:     100.64.0.34:56332 - "GET / HTTP/1.1" 200 OK
2026-05-01T18:50:17.093453876Z [info] INFO:     100.64.0.10:13968 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-05-01T19:36:52.523493067Z [info] INFO:     100.64.0.18:43306 - "GET /.git/config HTTP/1.1" 404 Not Found
2026-05-01T19:44:32.434412648Z [info] INFO:     100.64.0.7:16368 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T20:00:53.385991556Z [info] INFO:     100.64.0.57:42810 - "GET / HTTP/1.1" 200 OK
2026-05-01T20:47:27.863099471Z [info] INFO:     100.64.0.8:34612 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T21:47:24.372611261Z [info] INFO:     100.64.0.3:12624 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T22:19:17.614631560Z [info] INFO:     100.64.0.18:24414 - "GET / HTTP/1.1" 200 OK
2026-05-01T22:33:38.455871902Z [info] INFO:     100.64.0.57:53386 - "GET /classify HTTP/1.1" 200 OK
2026-05-01T22:44:28.785085014Z [error] 2026-05-01 22:44:23,144 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores "HTTP/1.1 502 "
2026-05-01T22:44:28.785094855Z [error] 2026-05-01 22:44:23,173 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 502 "
2026-05-01T22:44:28.785100204Z [error] 2026-05-01 22:44:23,202 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC?format=json "HTTP/1.1 502 "
2026-05-01T22:44:28.785105306Z [error] 2026-05-01 22:44:23,228 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC "HTTP/1.1 502 "
2026-05-01T22:44:28.785110028Z [error] 2026-05-01 22:44:23,259 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/wallets/0x464C71f6c2F760DdA6093dCB91C24c39e5d6e18c/profile?format=json "HTTP/1.1 502 "
2026-05-01T22:44:28.785116749Z [error] 2026-05-01 22:44:23,286 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/abc123/verify "HTTP/1.1 502 "
2026-05-01T22:44:28.785121439Z [error] 2026-05-01 22:44:23,313 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores/USDC "HTTP/1.1 502 "
2026-05-01T22:44:28.785125953Z [info] INFO:     100.64.0.28:36114 - "GET /api/health HTTP/1.1" 200 OK
2026-05-01T22:44:48.795824877Z [info] INFO:     100.64.0.6:21178 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T22:52:48.855431756Z [info] INFO:     100.64.0.50:36438 - "GET /lenses HTTP/1.1" 200 OK
2026-05-01T23:06:09.632300823Z [info] INFO:     100.64.0.7:54370 - "GET /portfolio HTTP/1.1" 200 OK
2026-05-01T23:13:09.536611037Z [info] INFO:     100.64.0.29:32274 - "GET /monitor HTTP/1.1" 200 OK
2026-05-01T23:49:03.033050841Z [info] INFO:     100.64.0.13:42902 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-02T00:53:19.777619032Z [info] INFO:     100.64.0.21:61886 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-02T00:58:49.469052968Z [info] INFO:     100.64.0.6:54400 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-02T01:16:21.284111099Z [info] INFO:     100.64.0.16:11420 - "GET / HTTP/1.1" 200 OK
2026-05-02T02:01:25.122647396Z [info] INFO:     100.64.0.12:44668 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-02T03:05:00.344010433Z [info] INFO:     100.64.0.20:50054 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-02T03:13:00.114581080Z [info] INFO:     100.64.0.52:44916 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-05-02T03:52:22.463907871Z [info] INFO:     100.64.0.45:25186 - "GET / HTTP/1.1" 200 OK
2026-05-02T03:52:52.085910160Z [info] INFO:     100.64.0.45:55500 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-05-02T04:10:22.797703286Z [info] INFO:     100.64.0.14:10700 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171413114Z [info] INFO:     100.64.0.18:60068 - "GET /php_info.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171420240Z [info] INFO:     100.64.0.7:15698 - "GET /.npmrc HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171428337Z [info] INFO:     100.64.0.35:15904 - "GET /.htpasswd HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171434486Z [info] INFO:     100.64.0.12:50436 - "GET /.env.development HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171435503Z [info] INFO:     100.64.0.12:50454 - "GET /.git/config HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171442632Z [info] INFO:     100.64.0.9:28452 - "GET /.git/config HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171443455Z [info] INFO:     100.64.0.12:50454 - "GET /.kube/config HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171449440Z [info] INFO:     100.64.0.36:47428 - "GET /.dockerenv HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171450681Z [info] INFO:     100.64.0.21:55550 - "GET /.env HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171454542Z [info] INFO:     100.64.0.11:54812 - "GET /phpinfo.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171459032Z [info] INFO:     100.64.0.11:54816 - "GET /test.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171462852Z [info] INFO:     100.64.0.35:15904 - "GET /.netrc HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171466218Z [info] INFO:     100.64.0.33:62348 - "GET /.env.staging HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171469558Z [info] INFO:     100.64.0.33:62360 - "GET /info.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171472870Z [info] INFO:     100.64.0.3:12238 - "GET / HTTP/1.1" 200 OK
2026-05-02T04:28:43.171476741Z [info] INFO:     100.64.0.9:28452 - "GET /.env.dev HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171480375Z [info] INFO:     100.64.0.9:28472 - "GET /.htpasswd HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171483528Z [info] INFO:     100.64.0.21:55550 - "GET /php-info.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.171486735Z [info] INFO:     100.64.0.5:21796 - "GET /.env.stage HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172559035Z [info] INFO:     100.64.0.5:21796 - "GET /.env.prod HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172562509Z [info] INFO:     100.64.0.12:50436 - "GET /.env.local HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172566003Z [info] INFO:     100.64.0.35:15916 - "GET /?=phpinfo() HTTP/1.1" 200 OK
2026-05-02T04:28:43.172569442Z [info] INFO:     100.64.0.48:29210 - "GET /.env.test HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172572814Z [info] INFO:     100.64.0.14:21648 - "GET /php.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172575890Z [info] INFO:     100.64.0.8:27084 - "GET /.env.production HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172578840Z [info] INFO:     100.64.0.10:46202 - "GET /index.php?=phpinfo() HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172581700Z [info] INFO:     100.64.0.8:27086 - "GET /.%2567%2569%2574/%2563%256F%256E%2566%2569%2567 HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172584946Z [info] INFO:     100.64.0.5:21800 - "GET /_profiler/phpinfo HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172587886Z [info] INFO:     100.64.0.13:48448 - "GET /.git/HEAD HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172591786Z [info] INFO:     100.64.0.33:62360 - "GET /.git/index HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172594852Z [info] INFO:     100.64.0.48:29210 - "GET /.git/refs/heads/main HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172597982Z [info] INFO:     100.64.0.11:54816 - "GET /.env.dev HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172601114Z [info] INFO:     100.64.0.8:27086 - "GET /.git/logs/HEAD HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172604229Z [info] INFO:     100.64.0.14:21648 - "GET /.%2565%256Ev HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172607254Z [info] INFO:     100.64.0.3:12238 - "GET /.git-credentials HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172611244Z [info] INFO:     100.64.0.20:29048 - "GET /.env.test HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.172615521Z [info] INFO:     100.64.0.33:62360 - "GET /.git-credentials HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173777912Z [info] INFO:     100.64.0.48:29210 - "GET /.git/refs/heads/master HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173778388Z [info] INFO:     100.64.0.21:55550 - "GET /wp-config.php.old HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173784053Z [info] INFO:     100.64.0.8:27084 - "GET /.env%3A%3A%24DATA HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173788855Z [info] INFO:     100.64.0.6:15078 - "GET /.env.staging HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173793042Z [info] INFO:     100.64.0.34:51512 - "GET /.env.development HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173796540Z [info] INFO:     100.64.0.20:29048 - "GET /.gitconfig HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173811664Z [info] INFO:     100.64.0.35:15916 - "GET /wp-config.php.bak HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173816075Z [info] INFO:     100.64.0.9:28452 - "GET /.git/packed-refs HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.173822406Z [info] INFO:     100.64.0.13:48448 - "GET /%2577%2570%252D%2563%256F%256E%2566%2569%2567.%2570%2568%2570.%2562%2561%256B HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.253240619Z [info] INFO:     100.64.0.8:27084 - "GET /wp-config.php.save HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.259589384Z [info] INFO:     100.64.0.3:12238 - "GET /wp-config.php.txt HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.308460940Z [info] INFO:     100.64.0.12:50436 - "GET /wp-config.php.orig HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.456797914Z [info] INFO:     100.64.0.2:28642 - "GET /wp-config.php.swp HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.469802976Z [info] INFO:     100.64.0.2:28650 - "GET /wp-config.php~ HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.481292540Z [info] INFO:     100.64.0.20:29048 - "GET /wp-config_old.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.625376562Z [info] INFO:     100.64.0.4:51968 - "GET /wp-config-backup.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:43.651033481Z [info] INFO:     100.64.0.20:29048 - "GET /old-wp-config.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:44.156650543Z [info] INFO:     100.64.0.4:51968 - "GET /wp-config-old.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:44.156732334Z [info] INFO:     100.64.0.5:21800 - "GET /wp-config.php%3A%3A%24DATA HTTP/1.1" 404 Not Found
2026-05-02T04:28:44.156736606Z [info] INFO:     100.64.0.15:36874 - "GET /backup/wp-config.php HTTP/1.1" 404 Not Found
2026-05-02T04:28:44.156741958Z [info] INFO:     100.64.0.21:55550 - "GET /wp-content/debug.log HTTP/1.1" 404 Not Found
2026-05-02T04:28:44.156745877Z [info] INFO:     100.64.0.21:55556 - "GET /server-status HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024876489Z [info] INFO:     100.64.0.5:44008 - "GET /.env.production HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024883363Z [info] INFO:     100.64.0.48:59968 - "GET /credentials.json HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024899321Z [info] INFO:     100.64.0.9:34120 - "GET / HTTP/1.1" 200 OK
2026-05-02T05:11:16.024905626Z [info] INFO:     100.64.0.36:23158 - "GET /secrets.json HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024909656Z [info] INFO:     100.64.0.9:34120 - "GET /.env HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024933524Z [info] INFO:     100.64.0.36:23158 - "GET /.aws/credentials HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024937520Z [info] INFO:     100.64.0.20:16140 - "GET /.env.local HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024941238Z [info] INFO:     100.64.0.35:30660 - "GET /serviceAccountKey.json HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024944454Z [info] INFO:     100.64.0.3:21274 - "GET /app/.env HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024948038Z [info] INFO:     100.64.0.18:38432 - "GET /api/.env HTTP/1.1" 404 Not Found
2026-05-02T05:11:16.024951745Z [info] INFO:     100.64.0.4:37584 - "GET /backend/.env HTTP/1.1" 404 Not Found
2026-05-02T05:11:18.000247064Z [info] INFO:     100.64.0.9:28796 - "GET / HTTP/1.1" 200 OK
2026-05-02T05:13:07.621455009Z [info] INFO:     100.64.0.10:41668 - "GET /.kube/config HTTP/1.1" 404 Not Found
2026-05-02T05:13:07.621462178Z [info] INFO:     100.64.0.34:15468 - "GET /test.php HTTP/1.1" 404 Not Found
2026-05-02T05:13:07.621467282Z [info] INFO:     100.64.0.4:38904 - "GET /.env.production HTTP/1.1" 404 Not Found
2026-05-02T05:13:07.621470858Z [info] INFO:     100.64.0.36:27126 - "GET /php.php HTTP/1.1" 404 Not Found
2026-05-02T05:13:07.621474490Z [info] INFO:     100.64.0.35:31128 - "GET /.env HTTP/1.1" 404 Not Found
2026-05-02T05:13:07.621477895Z [info] INFO:     100.64.0.9:53638 - "GET /i.php HTTP/1.1" 404 Not Found
